name,company,ideal_for,category,rating,ratings_count,reviews_count,actual_price,discounted_price,discount_percentage
Men Regular Fit Black Cotton Blend Trousers,MANCREW ,men,trousers,3.9,"46,363","2,559","₹1,349",₹389,71%
Men Regular Fit Grey Cotton Blend Trousers,El Cielo ,men,trousers,3.8,"33,845","2,028","₹1,299",₹379,70%
Men Slim Fit Silver Lycra Blend Trousers,VR EXCELLENT ,men,trousers,5,3,0,₹999,₹299,70%
Men Slim Fit Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"2,18,647","13,441","₹1,499",₹289,80%
Men Regular Fit Blue Polyester Trousers,PARK AVENUE ,men,trousers,4.6,15,0,"₹2,199",₹997,54%
Men Regular Fit Blue Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹289,81%
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹289,81%
Men Regular Fit Silver Lycra Blend Trousers,MiraMichi ,men,trousers,3.8,"23,037","1,128","₹1,599",₹299,81%
Men Regular Fit Grey Cotton Blend Trousers,INDICLUB ,men,trousers,3.6,33,0,"₹1,199",₹299,75%
Men Regular Fit Maroon Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Regular Fit Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹289,81%
Men Regular Fit Dark Green Cotton Blend Trousers,STREETVIBES ,men,trousers,3.8,386,16,"₹1,599",₹389,75%
Men Slim Fit Grey Cotton Blend Trousers,HIGHLANDER ,men,trousers,3.7,225,12,"₹2,849",₹712,75%
Men Regular Fit White Cotton Blend Trousers,El Cielo ,men,trousers,3.8,"33,845","2,028","₹1,299",₹379,70%
Men Slim Fit Black Cotton Blend Trousers,KILLER ,men,trousers,3.9,174,9,"₹2,799",₹953,65%
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Relaxed Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.7,708,48,"₹1,499",₹299,80%
Men Slim Fit Green Cotton Blend Trousers,HIGHLANDER ,men,trousers,3.9,"24,903","2,924",₹999,₹455,54%
Men Slim Fit Black Polyester Trousers,Raymond ,men,trousers,4,387,23,"₹2,299","₹1,035",54%
Men Regular Fit Brown Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.9,"9,144",400,"₹2,199",₹292,86%
Men Skinny Fit Cream Cotton Blend Trousers,KILLER ,men,trousers,4,112,3,"₹2,799",₹953,65%
Men Slim Fit Black Cotton Blend Trousers,FUBAR ,men,trousers,3.8,"25,513","1,298","₹1,648",₹629,61%
Men Slim Fit Khaki Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"2,18,647","13,441","₹1,499",₹289,80%
Men Regular Fit Dark Blue Pure Cotton Trousers,HIGHLANDER ,men,trousers,3.9,"3,169",148,"₹2,099",₹818,61%
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Regular Fit Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Regular Fit Grey Cotton Blend Trousers,MANCREW ,men,trousers,3.9,"46,363","2,559","₹1,349",₹389,71%
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.9,"9,144",400,"₹2,199",₹299,86%
Men Comfort Fit Blue Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Regular Fit Dark Blue Polyester Trousers,Raymond ,men,trousers,4,60,2,"₹2,299","₹1,035",54%
Men Relaxed Dark Blue Lycra Blend Trousers,INDICLUB ,men,trousers,3.9,"10,183",658,₹999,₹299,70%
Men Regular Fit Light Blue Cotton Blend Trousers,MANCREW ,men,trousers,3.9,"46,363","2,559","₹1,349",₹389,71%
Men Slim Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"2,18,647","13,441","₹1,499",₹289,80%
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Slim Fit Khaki Cotton Blend Trousers,VAN HEUSEN ,men,trousers,4,36,1,"₹2,499","₹1,049",58%
Men Skinny Fit Black Cotton Blend Trousers,KILLER ,men,trousers,4.2,31,1,"₹2,799",₹953,65%
Men Comfort Fit Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Regular Fit Blue Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹289,81%
Men Regular Fit Green Pure Cotton Trousers,HIGHLANDER ,men,trousers,3.9,"3,169",148,"₹2,099",₹818,61%
Men Slim Fit Grey Polycotton Trousers,KILLER ,men,trousers,4.6,20,1,"₹2,799",₹953,65%
Men Regular Fit Light Blue Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Relaxed Black Lycra Blend Trousers,INDICLUB ,men,trousers,3.9,"10,183",658,₹999,₹299,70%
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹289,81%
Men Regular Fit Maroon Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Slim Fit Blue Polycotton Trousers,PROVOGUE ,men,trousers,3.6,"3,588",293,"₹1,499",₹429,71%
Men Slim Fit Light Green Lycra Blend Trousers,INDICLUB ,men,trousers,3.9,"2,006",127,₹999,₹299,70%
Men Regular Fit Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹289,81%
Men Regular Fit Grey Cotton Blend Trousers,MANCREW ,men,trousers,3.9,"46,363","2,559","₹1,349",₹389,71%
Men Tapered Black Cotton Blend Trousers,HIGHLANDER ,men,trousers,3.9,375,23,"₹2,899",₹724,75%
Men Tapered White Cotton Blend Trousers,Louis Philippe Sport ,men,trousers,4.1,730,60,"₹2,399","₹1,319",45%
Men Slim Fit Green Cotton Blend Trousers,Arrow Sport ,men,trousers,Unknown,Unknown,Unknown,"₹2,299","₹1,195",48%
Men Slim Fit Khaki Cotton Blend Trousers,PETER ENGLAND ,men,trousers,4,158,10,"₹1,799","₹1,049",41%
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Relaxed Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.7,708,48,"₹1,499",₹299,80%
Men Slim Fit Dark Blue Polyester Trousers,PETER ENGLAND ,men,trousers,3.3,6,0,"₹1,999","₹1,239",38%
Men Slim Fit Black Viscose Rayon Trousers,Vogaan ,men,trousers,Unknown,Unknown,Unknown,"₹2,699",₹599,77%
Men Regular Fit Brown Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.9,"9,144",400,"₹2,199",₹292,86%
Men Slim Fit Dark Green Polyester Trousers,Raymond ,men,trousers,3.7,15,0,"₹2,299","₹1,035",54%
Men Slim Fit Maroon Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"2,18,647","13,441","₹1,499",₹289,80%
Men Slim Fit Cream Linen Blend Trousers,INDICLUB ,men,trousers,3.9,"10,870",556,₹999,₹299,70%
Men Slim Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"4,400",228,"₹1,499",₹299,80%
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Regular Fit Grey Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.8,"52,883","2,623","₹1,599",₹299,81%
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.9,"9,144",400,"₹2,199",₹299,86%
Men Relaxed Blue Lycra Blend Trousers,INDICLUB ,men,trousers,3.9,"20,290","1,218",₹999,₹299,70%
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.9,"9,144",400,"₹2,199",₹299,86%
Men Comfort Fit Blue Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Slim Fit Light Green Lycra Blend Trousers,COMBRAIDED ,men,trousers,3.9,"69,053","2,643","₹1,499",₹299,80%
Men Slim Fit Black Polycotton Trousers,PROVOGUE ,men,trousers,3.6,"3,588",293,"₹1,499",₹429,71%
Men Regular Fit Grey Polyester Trousers,PARK AVENUE ,men,trousers,Unknown,Unknown,Unknown,"₹2,399","₹1,078",55%
Men Skinny Fit Light Blue Cotton Blend Trousers,KILLER ,men,trousers,4.2,31,1,"₹2,799",₹953,65%
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED ,men,trousers,4,728,33,"₹1,999",₹349,82%
Plus Size Men Slim Fit Grey Polyester Trousers,METRONAUT PLUS ,men,trousers,4,"1,728",109,₹999,₹499,50%
Men Relaxed Grey Linen Blend Trousers,INDICLUB ,men,trousers,3.9,903,37,₹999,₹299,70%
Solid Men Dark Blue Regular Shorts,never lose ,men,shorts,3.9,"4,264",209,₹999,₹329,67%
"Solid Men Black Regular Shorts, Gym Shorts, Sports Shorts, Running Shorts",unbeatable ,men,shorts,4,845,66,"₹1,199",₹379,68%
"Pack of 2 Solid Men Black, Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex ,men,shorts,3.8,"59,916","3,515","₹1,499",₹299,80%
Pack of 3 Solid Men Multicolor Sports Shorts,karwa ,men,shorts,3.8,"54,542","2,646",₹999,₹379,62%
"Pack of 2 Solid Men Black, Blue Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,299",₹299,76%
"Pack of 2 Solid Men Black, Grey Sports Shorts",karwa ,men,shorts,3.8,"54,542","2,646",₹666,₹279,58%
Self Design Men Dark Blue Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹220,81%
Solid Men Beige Night Shorts,U.S. POLO ASSN. ,men,shorts,3.8,19,0,Unknown,₹799,Unknown
"Pack of 2 Solid Men Black, Dark Grey Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,299",₹299,76%
"Pack of 2 Solid Men Dark Blue, Black Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex ,men,shorts,3.8,"59,916","3,515","₹1,499",₹299,80%
"Pack of 3 Solid Men Black, Blue, Silver Basic Shorts, Regular Shorts, Night Shorts, Sports Shorts",BEE FITS ,men,shorts,Unknown,7,0,₹999,₹474,52%
"Self Design Men Blue Regular Shorts, Casual Shorts, Basic Shorts",never lose ,men,shorts,3.8,200,10,₹749,₹329,56%
"Pack of 3 Solid Men Black, Dark Grey, Silver Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,999",₹399,80%
"Solid Men Black Compression Shorts, Cycling Shorts, Sports Shorts, Running Shorts",Sportinger ,men,shorts,3.9,170,8,₹499,₹199,60%
"Pack of 2 Solid Men Blue, Light Green Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,299",₹299,76%
"Pack of 2 Solid Men Black, Dark Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex ,men,shorts,3.8,"59,916","3,515","₹1,499",₹299,80%
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions ,men,shorts,Unknown,Unknown,Unknown,₹599,₹310,48%
"Pack of 2 Solid Men Dark Blue, Black Regular Shorts, Night Shorts, Gym Shorts, Sports Shorts, Running Shorts",never lose ,men,shorts,3.8,"1,036",37,"₹1,099",₹749,31%
"Pack of 2 Graphic Print Men Black, Grey Regular Shorts",Jungle Berry ,men,shorts,3.8,566,19,"₹1,500",₹412,72%
"Pack of 2 Solid Men Black, Grey Sports Shorts",INDICLUB ,men,shorts,4,"70,394","5,995","₹1,499",₹299,80%
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY ,men,shorts,Unknown,Unknown,Unknown,"₹1,499",₹717,52%
Self Design Men Grey Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹299,75%
"Pack of 2 Solid Men Grey, Black Sports Shorts",CROSS SPIRIT ,men,shorts,3.9,"2,899",191,"₹1,999",₹399,80%
"Solid Men Black Regular Shorts, Gym Shorts, Sports Shorts, Running Shorts",unbeatable ,men,shorts,4,845,66,"₹1,199",₹379,68%
"Pack of 2 Solid Men Black, Dark Grey Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB ,men,shorts,4,"17,037","1,114","₹1,499",₹299,80%
Solid Men Dark Blue Denim Shorts,NIVASU ,men,shorts,4.1,"4,064",215,"₹1,499",₹499,66%
Solid Men Beige Regular Shorts,U.S. POLO ASSN. ,men,shorts,4.3,144,10,Unknown,₹849,Unknown
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY ,men,shorts,3.6,53,6,"₹1,499",₹717,52%
Self Design Men Denim Blue Denim Shorts,CAMPUS SUTRA ,men,shorts,4,716,34,"₹1,899",₹721,62%
"Pack of 2 Solid Men Black, Dark Blue Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB ,men,shorts,4,"17,037","1,114","₹1,499",₹299,80%
Solid Men Beige Cargo Shorts,radprix ,men,shorts,Unknown,Unknown,Unknown,₹649,₹616,5%
Solid Men Blue Night Shorts,U.S. POLO ASSN. ,men,shorts,4.5,12,2,Unknown,₹999,Unknown
"Pack of 3 Solid Men Dark Blue, Grey Sports Shorts",karwa ,men,shorts,3.8,"54,542","2,646",₹999,₹379,62%
"Pack of 2 Solid Men Blue, Dark Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex ,men,shorts,3.8,"59,916","3,515","₹1,399",₹299,78%
"Pack of 3 Solid Men Black, Blue, Grey Sports Shorts",INDICLUB ,men,shorts,4,"70,394","5,995","₹2,299",₹399,82%
"Pack of 3 Solid Men Black, Blue, Grey Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,999",₹399,80%
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS ,men,shorts,Unknown,Unknown,Unknown,₹999,₹499,50%
"Solid Men Black Regular Shorts, Sports Shorts, Compression Shorts, Cycling Shorts",never lose ,men,shorts,3.9,66,2,₹799,₹299,62%
"Pack of 2 Solid Men Dark Grey, Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex ,men,shorts,3.8,"59,916","3,515","₹1,499",₹299,80%
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR ,men,shorts,3.9,"52,392","5,123","₹1,999",₹499,75%
Self Design Men Dark Blue Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹220,81%
Solid Men Beige Night Shorts,U.S. POLO ASSN. ,men,shorts,3.8,19,0,Unknown,₹799,Unknown
"Pack of 2 Solid Men Blue, Grey Regular Shorts",Af Gallery ,men,shorts,Unknown,Unknown,Unknown,₹899,₹499,44%
Solid Men Light Green Basic Shorts,MNICreators ,men,shorts,3.9,308,19,₹700,₹324,53%
Pack of 2 Checkered Men Multicolor Boxer Shorts,String ,men,shorts,4,"4,787",315,₹999,₹459,54%
"Pack of 2 Printed Men Green, Black Regular Shorts",TRIPR ,men,shorts,3.9,"52,392","5,123","₹1,999",₹399,80%
"Pack of 3 Solid Men Black, Blue, Silver Basic Shorts, Regular Shorts, Night Shorts, Sports Shorts",BEE FITS ,men,shorts,Unknown,7,0,₹999,₹474,52%
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY ,men,shorts,Unknown,Unknown,Unknown,"₹1,499",₹717,52%
Solid Men Black Denim Shorts,NIVASU ,men,shorts,4.1,972,38,"₹1,899",₹499,73%
Solid Men Multicolor Night Shorts,Bumchums ,men,shorts,3.6,11,0,₹599,₹454,24%
Self Design Men Grey Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹299,75%
Solid Men Beige Regular Shorts,U.S. POLO ASSN. ,men,shorts,4.3,144,10,Unknown,₹849,Unknown
Printed Men Grey Denim Shorts,HIGHLANDER ,men,shorts,3.9,424,18,"₹1,449",₹591,59%
"Pack of 5 Solid, Checkered Men Multicolor Casual Shorts",peoplelike ,men,shorts,3.9,326,19,"₹1,199",₹474,60%
Pack of 3 Self Design Men Multicolor Regular Shorts,FARSH ,men,shorts,3.9,"1,477",81,"₹1,499",₹363,75%
Solid Men Khaki Chino Shorts,Roadster ,men,shorts,4,"1,185",81,₹999,₹572,42%
Solid Men Beige Cargo Shorts,radprix ,men,shorts,Unknown,Unknown,Unknown,₹649,₹616,5%
Solid Men Blue Night Shorts,U.S. POLO ASSN. ,men,shorts,4.5,12,2,Unknown,₹999,Unknown
"Pack of 2 Solid Men Black, Grey Regular Shorts",JABROO ,men,shorts,Unknown,Unknown,Unknown,"₹1,399",₹339,75%
"Pack of 2 Solid Men Grey, Black Gym Shorts",LOTHRIC ,men,shorts,3.8,26,1,"₹1,499",₹485,67%
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS ,men,shorts,Unknown,Unknown,Unknown,₹999,₹499,50%
"Pack of 2 Printed Men Green, White Regular Shorts",WILD CAMO ,men,shorts,3.9,"6,039",340,₹999,₹453,54%
Solid Men Blue Sports Shorts,RUNNING MACHINE ,men,shorts,3.8,"1,808",105,"₹1,398",₹336,75%
"Pack of 3 Solid Men Multicolor Sports Shorts, Basic Shorts, Regular Shorts",Flicfol ,men,shorts,3.9,"1,551",66,₹999,₹379,62%
Pack of 2 Solid Men Black Sports Shorts,CROSS SPIRIT ,men,shorts,3.9,"2,899",191,"₹1,999",₹399,80%
"Solid Men Black Running Shorts, Boxer Shorts",ELABOT ,men,shorts,3.6,28,9,"₹1,299",₹259,80%
Solid Men Black Regular Shorts,AMUL COMFY ,men,shorts,4.4,27,1,₹493,₹443,10%
Solid Men Black Basic Shorts,KEESOR ,men,shorts,3.4,25,3,₹599,₹170,71%
Solid Men Black Regular Shorts,never lose ,men,shorts,3.9,"4,264",209,₹999,₹329,67%
"Pack of 2 Solid Men Black Sports Shorts, Gym Shorts",Septem ,men,shorts,3.9,"6,371",346,"₹2,499",₹479,80%
Color Block Men Grey Sports Shorts,KEESOR ,men,shorts,3.7,14,2,₹599,₹179,70%
Solid Men Black Sports Shorts,U.S. POLO ASSN. ,men,shorts,4.2,58,5,Unknown,₹949,Unknown
"Pack of 2 Printed Men Dark Blue, Blue Bermuda Shorts",FEEL TRACK ,men,shorts,4.1,"4,638",337,"₹1,199",₹399,66%
"Pack of 2 Solid Men Blue, Dark Grey Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,299",₹299,76%
Solid Men Black Casual Shorts,WeReKo ,men,shorts,4,246,14,₹799,₹209,73%
Printed Men Black Sports Shorts,SKUs ,men,shorts,3.9,957,34,₹699,₹294,57%
"Pack of 2 Printed Men Reversible Blue, Silver Basic Shorts, Casual Shorts, Regular Shorts, Bermuda Shorts",BEE FITS ,men,shorts,Unknown,Unknown,Unknown,₹999,₹459,54%
Solid Men Grey Sports Shorts,U.S. POLO ASSN. ,men,shorts,4.2,58,5,Unknown,₹949,Unknown
"Pack of 3 Solid Men Black, Light Green, Silver Casual Shorts",INDICLUB ,men,shorts,4.1,"1,00,243","7,220","₹1,999",₹399,80%
"Pack of 2 Solid Men Black, Beige Sports Shorts",INDICLUB ,men,shorts,3.8,"7,585",399,₹999,₹489,51%
Self Design Men Dark Blue Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹220,81%
Solid Men Beige Night Shorts,U.S. POLO ASSN. ,men,shorts,3.8,19,0,Unknown,₹799,Unknown
"Printed Men Black Bermuda Shorts, Regular Shorts, Basic Shorts",FEEL TRACK ,men,shorts,4,"2,926",271,₹799,₹289,63%
Solid Men Black Sports Shorts,TECHNOSPORT ,men,shorts,4,716,31,₹449,₹448,Unknown
Solid Men Black Sports Shorts,Adrenex ,men,shorts,3.7,"4,876",343,₹999,₹249,75%
"Solid Men Dark Blue Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB ,men,shorts,4,"17,037","1,114",₹899,₹140,84%
"Pack of 3 Solid Men Black, Blue, Silver Basic Shorts, Regular Shorts, Night Shorts, Sports Shorts",BEE FITS ,men,shorts,Unknown,7,0,₹999,₹474,52%
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions ,men,shorts,Unknown,Unknown,Unknown,₹599,₹310,48%
Solid Men Denim Blue Denim Shorts,Joshua jenny ,men,shorts,3.8,322,5,₹950,₹465,51%
"Pack of 2 Solid Men Grey, Silver Sports Shorts",INDICLUB ,men,shorts,3.8,"7,585",399,₹999,₹489,51%
Solid Men Grey Basic Shorts,HOTFITS ,men,shorts,3.8,198,8,₹499,₹299,40%
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY ,men,shorts,Unknown,Unknown,Unknown,"₹1,499",₹717,52%
"Pack of 2 Solid Men Dark Blue, Grey Regular Shorts",FEEL TRACK ,men,shorts,4.1,886,89,"₹1,199",₹389,67%
Solid Men Green Boxer Shorts,JOCKEY ,men,shorts,4.2,784,27,Unknown,₹549,Unknown
Solid Men Black Boxer Shorts,JOCKEY ,men,shorts,4.2,784,27,Unknown,₹549,Unknown
Solid Men Denim Dark Blue Denim Shorts,ZAYSH ,men,shorts,3.9,824,29,"₹1,249",₹484,61%
Pack of 2 Solid Men Multicolor Basic Shorts,HOTFITS ,men,shorts,4,389,13,₹998,₹499,50%
"Pack of 2 Solid Men Black, Beige Basic Shorts",HOTFITS ,men,shorts,4,42,0,₹998,₹499,50%
Solid Men Black Cargo Shorts,Hence ,men,shorts,4,762,48,"₹1,399",₹499,64%
"Military Camouflage Men Grey Regular Shorts, Sports Shorts, Compression Shorts, Cycling Shorts, Running Shorts",NINQ ,men,shorts,4,369,9,₹749,₹351,53%
Solid Men Multicolor Gym Shorts,HOTFITS ,men,shorts,4.2,373,42,₹998,₹499,50%
Self Design Men Grey Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹299,75%
Solid Men Black Basic Shorts,Rajovati ,men,shorts,3.9,197,6,"₹1,299",₹329,74%
Solid Men Dark Blue Sports Shorts,U.S. POLO ASSN. ,men,shorts,4.3,"1,790",167,₹999,₹549,45%
Solid Men Black Basic Shorts,MNICreators ,men,shorts,3.8,914,39,₹700,₹349,50%
Solid Men Reversible White Running Shorts,SKUs ,men,shorts,4,178,3,"₹1,299",₹266,79%
"Pack of 2 Solid Men Black, Grey Basic Shorts",HOTFITS ,men,shorts,3.9,296,19,₹998,₹499,50%
Solid Men Beige Cargo Shorts,radprix ,men,shorts,Unknown,Unknown,Unknown,₹649,₹616,5%
Pack of 2 Graphic Print Men Multicolor Bermuda Shorts,Bumchums ,men,shorts,3.9,"8,078",756,"₹1,000",₹789,21%
Solid Men Black Sports Shorts,Gatha Fashion ,men,shorts,3.9,395,12,₹599,₹225,62%
Solid Men Beige Regular Shorts,U.S. POLO ASSN. ,men,shorts,4.3,144,10,Unknown,₹849,Unknown
Solid Men Black Basic Shorts,HOTFITS ,men,shorts,4.1,95,4,₹499,₹299,40%
Solid Men Grey Sports Shorts,CROSS SPIRIT ,men,shorts,3.9,139,9,₹899,₹359,60%
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR ,men,shorts,3.9,"52,392","5,123","₹1,999",₹499,75%
"Pack of 3 Solid Men Dark Grey, Black, Grey Sports Shorts",karwa ,men,shorts,3.8,"54,542","2,646",₹999,₹378,62%
Pack of 2 Printed Men Multicolor Boxer Shorts,JOCKEY ,men,shorts,4.2,"3,900",189,Unknown,"₹1,049",Unknown
Solid Men Blue Night Shorts,U.S. POLO ASSN. ,men,shorts,4.5,12,2,Unknown,₹999,Unknown
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS ,men,shorts,Unknown,Unknown,Unknown,₹999,₹499,50%
Solid Men Black Denim Shorts,NIVASU ,men,shorts,4.1,"4,064",215,"₹1,499",₹449,70%
Pack of 2 Printed Men Black Regular Shorts,Guide ,men,shorts,4.1,"1,373",109,"₹1,199",₹499,58%
"Pack of 3 Solid Men Black, Blue, Silver Basic Shorts, Regular Shorts, Night Shorts, Sports Shorts",BEE FITS ,men,shorts,Unknown,7,0,₹999,₹474,52%
Self Design Men Dark Blue Basic Shorts,ARDEUR ,men,shorts,3.8,533,24,"₹1,199",₹220,81%
Solid Men Grey Denim Shorts,NIVASU ,men,shorts,4.1,972,38,"₹1,899",₹499,73%
Solid Men Blue Denim Shorts,NIVASU ,men,shorts,4.1,972,38,"₹1,899",₹499,73%
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR ,men,shorts,3.9,"52,392","5,123","₹1,999",₹499,75%
Pack of 3 Solid Men Multicolor Casual Shorts,ARDEUR ,men,shorts,3.9,623,56,₹999,₹479,52%
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions ,men,shorts,Unknown,Unknown,Unknown,₹599,₹310,48%
Solid Men Beige Night Shorts,U.S. POLO ASSN. ,men,shorts,3.8,19,0,Unknown,₹799,Unknown
Pack of 2 Printed Men Multicolor Regular Shorts,FEEL TRACK ,men,shorts,4.1,"5,953",352,"₹1,299",₹399,69%
"Pack of 2 Solid Men Dark Blue, Light Green Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB ,men,shorts,4,"17,037","1,114","₹1,499",₹299,80%
Pack of 3 Solid Men Multicolor Regular Shorts,FARSH ,men,shorts,3.9,"1,538",96,"₹1,499",₹359,76%
Solid Men Grey Basic Shorts,HOTFITS ,men,shorts,3.8,198,8,₹499,₹299,40%
Pack of 3 Solid Men Multicolor Sports Shorts,karwa ,men,shorts,3.8,"54,542","2,646",₹999,₹379,62%
Solid Men Black Gym Shorts,Kyk ,men,shorts,4,37,0,₹749,₹399,46%
"Pack of 2 Solid Men Black, Silver Casual Shorts",INDICLUB ,men,shorts,3.9,673,33,₹999,₹489,51%
Pack of 2 Color Block Men Multicolor Basic Shorts,The Spooky Bee ,men,shorts,Unknown,Unknown,Unknown,₹999,₹449,55%
Pack of 3 Self Design Men Multicolor Regular Shorts,FARSH ,men,shorts,3.9,"1,477",81,"₹1,499",₹364,75%
