name,company,ideal_for,category,rating,ratings_count,reviews_count,actual_price,discounted_price,discount_percentage
Men Regular Fit Green Pure Cotton Trousers,HIGHLANDER,men,trousers,3.9,3169.0,148.0,2099,818,61
Men Slim Fit Grey Polycotton Trousers,KILLER,men,trousers,4.6,20.0,1.0,2799,953,65
Men Regular Fit Light Blue Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,299,81
Men Relaxed Black Lycra Blend Trousers,INDICLUB,men,trousers,3.9,10183.0,658.0,999,299,70
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,289,81
Men Regular Fit Maroon Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,299,81
Men Slim Fit Blue Polycotton Trousers,PROVOGUE,men,trousers,3.6,3588.0,293.0,1499,429,71
Men Slim Fit Light Green Lycra Blend Trousers,INDICLUB,men,trousers,3.9,2006.0,127.0,999,299,70
Men Regular Fit Grey Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,289,81
Men Regular Fit Grey Cotton Blend Trousers,MANCREW,men,trousers,3.9,46363.0,2559.0,1349,389,71
Men Tapered Black Cotton Blend Trousers,HIGHLANDER,men,trousers,3.9,375.0,23.0,2899,724,75
Men Tapered White Cotton Blend Trousers,Louis Philippe Sport,men,trousers,4.1,730.0,60.0,2399,1319,45
Men Slim Fit Green Cotton Blend Trousers,Arrow Sport,men,trousers,,,,2299,1195,48
Men Slim Fit Khaki Cotton Blend Trousers,PETER ENGLAND,men,trousers,4.0,158.0,10.0,1799,1049,41
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,299,81
Men Relaxed Grey Lycra Blend Trousers,COMBRAIDED,men,trousers,3.7,708.0,48.0,1499,299,80
Men Slim Fit Dark Blue Polyester Trousers,PETER ENGLAND,men,trousers,3.3,6.0,0.0,1999,1239,38
Men Slim Fit Black Viscose Rayon Trousers,Vogaan,men,trousers,,,,2699,599,77
Men Regular Fit Brown Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,299,81
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED,men,trousers,3.9,9144.0,400.0,2199,292,86
Men Slim Fit Dark Green Polyester Trousers,Raymond,men,trousers,3.7,15.0,0.0,2299,1035,54
Men Slim Fit Maroon Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,218647.0,13441.0,1499,289,80
Men Slim Fit Cream Linen Blend Trousers,INDICLUB,men,trousers,3.9,10870.0,556.0,999,299,70
Men Slim Fit Black Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,4400.0,228.0,1499,299,80
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,299,81
Men Regular Fit Grey Lycra Blend Trousers,COMBRAIDED,men,trousers,3.8,52883.0,2623.0,1599,299,81
Men Regular Fit Black Lycra Blend Trousers,COMBRAIDED,men,trousers,3.9,9144.0,400.0,2199,299,86
Men Relaxed Blue Lycra Blend Trousers,INDICLUB,men,trousers,3.9,20290.0,1218.0,999,299,70
Men Regular Fit Green Lycra Blend Trousers,COMBRAIDED,men,trousers,3.9,9144.0,400.0,2199,299,86
Men Comfort Fit Blue Lycra Blend Trousers,COMBRAIDED,men,trousers,4.0,728.0,33.0,1999,349,82
Men Slim Fit Light Green Lycra Blend Trousers,COMBRAIDED,men,trousers,3.9,69053.0,2643.0,1499,299,80
Men Slim Fit Black Polycotton Trousers,PROVOGUE,men,trousers,3.6,3588.0,293.0,1499,429,71
Men Regular Fit Grey Polyester Trousers,PARK AVENUE,men,trousers,,,,2399,1078,55
Men Skinny Fit Light Blue Cotton Blend Trousers,KILLER,men,trousers,4.2,31.0,1.0,2799,953,65
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED,men,trousers,4.0,728.0,33.0,1999,349,82
Men Comfort Fit Black Lycra Blend Trousers,COMBRAIDED,men,trousers,4.0,728.0,33.0,1999,349,82
Plus Size Men Slim Fit Grey Polyester Trousers,METRONAUT PLUS,men,trousers,4.0,1728.0,109.0,999,499,50
Men Relaxed Grey Linen Blend Trousers,INDICLUB,men,trousers,3.9,903.0,37.0,999,299,70
Solid Men Dark Blue Regular Shorts,never lose,men,shorts,3.9,4264.0,209.0,999,329,67
"Solid Men Black Regular Shorts, Gym Shorts, Sports Shorts, Running Shorts",unbeatable,men,shorts,4.0,845.0,66.0,1199,379,68
"Pack of 2 Solid Men Black, Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex,men,shorts,3.8,59916.0,3515.0,1499,299,80
Pack of 3 Solid Men Multicolor Sports Shorts,karwa,men,shorts,3.8,54542.0,2646.0,999,379,62
"Pack of 2 Solid Men Black, Blue Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1299,299,76
"Pack of 2 Solid Men Black, Grey Sports Shorts",karwa,men,shorts,3.8,54542.0,2646.0,666,279,58
Self Design Men Dark Blue Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,220,81
Solid Men Beige Night Shorts,U.S. POLO ASSN.,men,shorts,3.8,19.0,0.0,799,799,0
"Pack of 2 Solid Men Black, Dark Grey Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1299,299,76
"Pack of 2 Solid Men Dark Blue, Black Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex,men,shorts,3.8,59916.0,3515.0,1499,299,80
"Self Design Men Blue Regular Shorts, Casual Shorts, Basic Shorts",never lose,men,shorts,3.8,200.0,10.0,749,329,56
"Pack of 3 Solid Men Black, Dark Grey, Silver Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1999,399,80
"Solid Men Black Compression Shorts, Cycling Shorts, Sports Shorts, Running Shorts",Sportinger,men,shorts,3.9,170.0,8.0,499,199,60
"Pack of 2 Solid Men Blue, Light Green Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1299,299,76
"Pack of 2 Solid Men Black, Dark Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex,men,shorts,3.8,59916.0,3515.0,1499,299,80
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions,men,shorts,,,,599,310,48
"Pack of 2 Solid Men Dark Blue, Black Regular Shorts, Night Shorts, Gym Shorts, Sports Shorts, Running Shorts",never lose,men,shorts,3.8,1036.0,37.0,1099,749,31
"Pack of 2 Graphic Print Men Black, Grey Regular Shorts",Jungle Berry,men,shorts,3.8,566.0,19.0,1500,412,72
"Pack of 2 Solid Men Black, Grey Sports Shorts",INDICLUB,men,shorts,4.0,70394.0,5995.0,1499,299,80
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY,men,shorts,,,,1499,717,52
Self Design Men Grey Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,299,75
"Pack of 2 Solid Men Grey, Black Sports Shorts",CROSS SPIRIT,men,shorts,3.9,2899.0,191.0,1999,399,80
"Solid Men Black Regular Shorts, Gym Shorts, Sports Shorts, Running Shorts",unbeatable,men,shorts,4.0,845.0,66.0,1199,379,68
"Pack of 2 Solid Men Black, Dark Grey Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,1499,299,80
Solid Men Dark Blue Denim Shorts,NIVASU,men,shorts,4.1,4064.0,215.0,1499,499,66
Solid Men Beige Regular Shorts,U.S. POLO ASSN.,men,shorts,4.3,144.0,10.0,849,849,0
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY,men,shorts,3.6,53.0,6.0,1499,717,52
Self Design Men Denim Blue Denim Shorts,CAMPUS SUTRA,men,shorts,4.0,716.0,34.0,1899,721,62
"Pack of 2 Solid Men Black, Dark Blue Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,1499,299,80
Solid Men Beige Cargo Shorts,radprix,men,shorts,,,,649,616,5
Solid Men Blue Night Shorts,U.S. POLO ASSN.,men,shorts,4.5,12.0,2.0,999,999,0
"Pack of 3 Solid Men Dark Blue, Grey Sports Shorts",karwa,men,shorts,3.8,54542.0,2646.0,999,379,62
"Pack of 2 Solid Men Blue, Dark Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex,men,shorts,3.8,59916.0,3515.0,1399,299,78
"Pack of 3 Solid Men Black, Blue, Grey Sports Shorts",INDICLUB,men,shorts,4.0,70394.0,5995.0,2299,399,82
"Pack of 3 Solid Men Black, Blue, Grey Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1999,399,80
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS,men,shorts,,,,999,499,50
"Solid Men Black Regular Shorts, Sports Shorts, Compression Shorts, Cycling Shorts",never lose,men,shorts,3.9,66.0,2.0,799,299,62
"Pack of 2 Solid Men Dark Grey, Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex,men,shorts,3.8,59916.0,3515.0,1499,299,80
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR,men,shorts,3.9,52392.0,5123.0,1999,499,75
Self Design Men Dark Blue Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,220,81
Solid Men Beige Night Shorts,U.S. POLO ASSN.,men,shorts,3.8,19.0,0.0,799,799,0
"Pack of 2 Solid Men Blue, Grey Regular Shorts",Af Gallery,men,shorts,,,,899,499,44
Solid Men Light Green Basic Shorts,MNICreators,men,shorts,3.9,308.0,19.0,700,324,53
Pack of 2 Checkered Men Multicolor Boxer Shorts,String,men,shorts,4.0,4787.0,315.0,999,459,54
"Pack of 2 Printed Men Green, Black Regular Shorts",TRIPR,men,shorts,3.9,52392.0,5123.0,1999,399,80
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY,men,shorts,,,,1499,717,52
Solid Men Black Denim Shorts,NIVASU,men,shorts,4.1,972.0,38.0,1899,499,73
Solid Men Multicolor Night Shorts,Bumchums,men,shorts,3.6,11.0,0.0,599,454,24
Self Design Men Grey Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,299,75
Solid Men Beige Regular Shorts,U.S. POLO ASSN.,men,shorts,4.3,144.0,10.0,849,849,0
Printed Men Grey Denim Shorts,HIGHLANDER,men,shorts,3.9,424.0,18.0,1449,591,59
"Pack of 5 Solid, Checkered Men Multicolor Casual Shorts",peoplelike,men,shorts,3.9,326.0,19.0,1199,474,60
Pack of 3 Self Design Men Multicolor Regular Shorts,FARSH,men,shorts,3.9,1477.0,81.0,1499,363,75
Solid Men Khaki Chino Shorts,Roadster,men,shorts,4.0,1185.0,81.0,999,572,42
Solid Men Beige Cargo Shorts,radprix,men,shorts,,,,649,616,5
Solid Men Blue Night Shorts,U.S. POLO ASSN.,men,shorts,4.5,12.0,2.0,999,999,0
"Pack of 2 Solid Men Black, Grey Regular Shorts",JABROO,men,shorts,,,,1399,339,75
"Pack of 2 Solid Men Grey, Black Gym Shorts",LOTHRIC,men,shorts,3.8,26.0,1.0,1499,485,67
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS,men,shorts,,,,999,499,50
"Pack of 2 Printed Men Green, White Regular Shorts",WILD CAMO,men,shorts,3.9,6039.0,340.0,999,453,54
Solid Men Blue Sports Shorts,RUNNING MACHINE,men,shorts,3.8,1808.0,105.0,1398,336,75
"Pack of 3 Solid Men Multicolor Sports Shorts, Basic Shorts, Regular Shorts",Flicfol,men,shorts,3.9,1551.0,66.0,999,379,62
Pack of 2 Solid Men Black Sports Shorts,CROSS SPIRIT,men,shorts,3.9,2899.0,191.0,1999,399,80
"Solid Men Black Running Shorts, Boxer Shorts",ELABOT,men,shorts,3.6,28.0,9.0,1299,259,80
Solid Men Black Regular Shorts,AMUL COMFY,men,shorts,4.4,27.0,1.0,493,443,10
Solid Men Black Basic Shorts,KEESOR,men,shorts,3.4,25.0,3.0,599,170,71
Solid Men Black Regular Shorts,never lose,men,shorts,3.9,4264.0,209.0,999,329,67
"Pack of 2 Solid Men Black Sports Shorts, Gym Shorts",Septem,men,shorts,3.9,6371.0,346.0,2499,479,80
Color Block Men Grey Sports Shorts,KEESOR,men,shorts,3.7,14.0,2.0,599,179,70
Solid Men Black Sports Shorts,U.S. POLO ASSN.,men,shorts,4.2,58.0,5.0,949,949,0
"Pack of 2 Printed Men Dark Blue, Blue Bermuda Shorts",FEEL TRACK,men,shorts,4.1,4638.0,337.0,1199,399,66
"Pack of 2 Solid Men Blue, Dark Grey Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1299,299,76
Solid Men Black Casual Shorts,WeReKo,men,shorts,4.0,246.0,14.0,799,209,73
Printed Men Black Sports Shorts,SKUs,men,shorts,3.9,957.0,34.0,699,294,57
"Pack of 2 Printed Men Reversible Blue, Silver Basic Shorts, Casual Shorts, Regular Shorts, Bermuda Shorts",BEE FITS,men,shorts,,,,999,459,54
Solid Men Grey Sports Shorts,U.S. POLO ASSN.,men,shorts,4.2,58.0,5.0,949,949,0
"Pack of 3 Solid Men Black, Light Green, Silver Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1999,399,80
"Pack of 2 Solid Men Black, Beige Sports Shorts",INDICLUB,men,shorts,3.8,7585.0,399.0,999,489,51
Self Design Men Dark Blue Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,220,81
Solid Men Beige Night Shorts,U.S. POLO ASSN.,men,shorts,3.8,19.0,0.0,799,799,0
"Printed Men Black Bermuda Shorts, Regular Shorts, Basic Shorts",FEEL TRACK,men,shorts,4.0,2926.0,271.0,799,289,63
Solid Men Black Sports Shorts,TECHNOSPORT,men,shorts,4.0,716.0,31.0,449,448,1
Solid Men Black Sports Shorts,Adrenex,men,shorts,3.7,4876.0,343.0,999,249,75
"Solid Men Dark Blue Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,899,140,84
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions,men,shorts,,,,599,310,48
Solid Men Denim Blue Denim Shorts,Joshua jenny,men,shorts,3.8,322.0,5.0,950,465,51
"Pack of 2 Solid Men Grey, Silver Sports Shorts",INDICLUB,men,shorts,3.8,7585.0,399.0,999,489,51
Solid Men Grey Basic Shorts,HOTFITS,men,shorts,3.8,198.0,8.0,499,299,40
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY,men,shorts,,,,1499,717,52
"Pack of 2 Solid Men Dark Blue, Grey Regular Shorts",FEEL TRACK,men,shorts,4.1,886.0,89.0,1199,389,67
Solid Men Green Boxer Shorts,JOCKEY,men,shorts,4.2,784.0,27.0,549,549,0
Solid Men Black Boxer Shorts,JOCKEY,men,shorts,4.2,784.0,27.0,549,549,0
Solid Men Denim Dark Blue Denim Shorts,ZAYSH,men,shorts,3.9,824.0,29.0,1249,484,61
Pack of 2 Solid Men Multicolor Basic Shorts,HOTFITS,men,shorts,4.0,389.0,13.0,998,499,50
"Pack of 2 Solid Men Black, Beige Basic Shorts",HOTFITS,men,shorts,4.0,42.0,0.0,998,499,50
Solid Men Black Cargo Shorts,Hence,men,shorts,4.0,762.0,48.0,1399,499,64
"Military Camouflage Men Grey Regular Shorts, Sports Shorts, Compression Shorts, Cycling Shorts, Running Shorts",NINQ,men,shorts,4.0,369.0,9.0,749,351,53
Solid Men Multicolor Gym Shorts,HOTFITS,men,shorts,4.2,373.0,42.0,998,499,50
Self Design Men Grey Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,299,75
Solid Men Black Basic Shorts,Rajovati,men,shorts,3.9,197.0,6.0,1299,329,74
Solid Men Dark Blue Sports Shorts,U.S. POLO ASSN.,men,shorts,4.3,1790.0,167.0,999,549,45
Solid Men Black Basic Shorts,MNICreators,men,shorts,3.8,914.0,39.0,700,349,50
Solid Men Reversible White Running Shorts,SKUs,men,shorts,4.0,178.0,3.0,1299,266,79
"Pack of 2 Solid Men Black, Grey Basic Shorts",HOTFITS,men,shorts,3.9,296.0,19.0,998,499,50
Solid Men Beige Cargo Shorts,radprix,men,shorts,,,,649,616,5
Pack of 2 Graphic Print Men Multicolor Bermuda Shorts,Bumchums,men,shorts,3.9,8078.0,756.0,1000,789,21
Solid Men Black Sports Shorts,Gatha Fashion,men,shorts,3.9,395.0,12.0,599,225,62
Solid Men Beige Regular Shorts,U.S. POLO ASSN.,men,shorts,4.3,144.0,10.0,849,849,0
Solid Men Black Basic Shorts,HOTFITS,men,shorts,4.1,95.0,4.0,499,299,40
Solid Men Grey Sports Shorts,CROSS SPIRIT,men,shorts,3.9,139.0,9.0,899,359,60
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR,men,shorts,3.9,52392.0,5123.0,1999,499,75
"Pack of 3 Solid Men Dark Grey, Black, Grey Sports Shorts",karwa,men,shorts,3.8,54542.0,2646.0,999,378,62
Pack of 2 Printed Men Multicolor Boxer Shorts,JOCKEY,men,shorts,4.2,3900.0,189.0,1049,1049,0
Solid Men Blue Night Shorts,U.S. POLO ASSN.,men,shorts,4.5,12.0,2.0,999,999,0
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS,men,shorts,,,,999,499,50
Solid Men Black Denim Shorts,NIVASU,men,shorts,4.1,4064.0,215.0,1499,449,70
Pack of 2 Printed Men Black Regular Shorts,Guide,men,shorts,4.1,1373.0,109.0,1199,499,58
Self Design Men Dark Blue Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,220,81
Solid Men Grey Denim Shorts,NIVASU,men,shorts,4.1,972.0,38.0,1899,499,73
Solid Men Blue Denim Shorts,NIVASU,men,shorts,4.1,972.0,38.0,1899,499,73
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR,men,shorts,3.9,52392.0,5123.0,1999,499,75
Pack of 3 Solid Men Multicolor Casual Shorts,ARDEUR,men,shorts,3.9,623.0,56.0,999,479,52
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions,men,shorts,,,,599,310,48
Solid Men Beige Night Shorts,U.S. POLO ASSN.,men,shorts,3.8,19.0,0.0,799,799,0
Pack of 2 Printed Men Multicolor Regular Shorts,FEEL TRACK,men,shorts,4.1,5953.0,352.0,1299,399,69
"Pack of 2 Solid Men Dark Blue, Light Green Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,1499,299,80
Pack of 3 Solid Men Multicolor Regular Shorts,FARSH,men,shorts,3.9,1538.0,96.0,1499,359,76
Solid Men Grey Basic Shorts,HOTFITS,men,shorts,3.8,198.0,8.0,499,299,40
Pack of 3 Solid Men Multicolor Sports Shorts,karwa,men,shorts,3.8,54542.0,2646.0,999,379,62
Solid Men Black Gym Shorts,Kyk,men,shorts,4.0,37.0,0.0,749,399,46
"Pack of 2 Solid Men Black, Silver Casual Shorts",INDICLUB,men,shorts,3.9,673.0,33.0,999,489,51
Pack of 2 Color Block Men Multicolor Basic Shorts,The Spooky Bee,men,shorts,,,,999,449,55
Pack of 3 Self Design Men Multicolor Regular Shorts,FARSH,men,shorts,3.9,1477.0,81.0,1499,364,75
"Pack of 2 Printed Men Reversible Blue, Silver Basic Shorts, Casual Shorts, Regular Shorts, Bermuda Shorts",BEE FITS,men,shorts,,,,999,459,54
Dyed/Washed Men Denim Dark Blue Denim Shorts,James & Warne,men,shorts,4.0,294.0,4.0,899,395,56
"Pack of 2 Solid Men Dark Grey, Grey Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1299,299,76
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY,men,shorts,,,,1499,717,52
Pack of 2 Solid Men Multicolor Basic Shorts,HOTFITS,men,shorts,4.0,389.0,13.0,998,499,50
Pack of 3 Printed Men Multicolor Regular Shorts,West Gate Clothing,men,shorts,4.1,58.0,4.0,1600,799,50
"Pack of 2 Self Design Men Green, Grey Regular Shorts",GYRFALCON,men,shorts,4.0,76457.0,7768.0,1699,444,73
"Pack of 2 Solid Men Dark Grey, Black Gym Shorts, Sports Shorts",Septem,men,shorts,3.9,7929.0,442.0,2499,469,81
Pack of 2 Color Block Men Multicolor Basic Shorts,The Spooky Bee,men,shorts,,,,999,449,55
Pack of 2 Printed Men Multicolor Regular Shorts,FEEL TRACK,men,shorts,4.1,5953.0,352.0,1299,469,63
Solid Men Beige Regular Shorts,U.S. POLO ASSN.,men,shorts,4.3,144.0,10.0,849,849,0
Solid Men Green Chino Shorts,Roadster,men,shorts,3.8,1508.0,95.0,999,546,45
"Pack of 2 Printed Men Blue, Silver Casual Shorts",INDICLUB,men,shorts,4.3,57.0,2.0,999,489,51
Solid Men Multicolor Gym Shorts,HOTFITS,men,shorts,4.2,373.0,42.0,998,499,50
"Pack of 2 Solid Men Black, Beige Basic Shorts",HOTFITS,men,shorts,4.0,42.0,0.0,998,499,50
"Pack of 2 Printed Men Dark Blue, Black Regular Shorts",Southcity,men,shorts,4.0,2452.0,195.0,998,479,52
"Pack of 2 Solid Men Blue, Grey Regular Shorts",Af Gallery,men,shorts,,,,899,499,44
"Pack of 2 Solid Men Light Green, Grey Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,1499,299,80
"Solid Men Dark Grey Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,899,140,84
Self Design Men Grey Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,299,75
"Pack of 2 Solid Men Black, Grey Basic Shorts",HOTFITS,men,shorts,3.9,296.0,19.0,998,499,50
Solid Men Yellow Casual Shorts,JACK & JONES,men,shorts,4.3,42.0,1.0,1999,439,78
"Pack of 3 Solid Men Multicolor Sports Shorts, Basic Shorts, Regular Shorts",Flicfol,men,shorts,3.9,1551.0,66.0,999,379,62
Self Design Men Dark Blue Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,220,81
Solid Men Beige Night Shorts,U.S. POLO ASSN.,men,shorts,3.8,19.0,0.0,799,799,0
Solid Men Black Regular Shorts,PUMA,men,shorts,4.1,392.0,14.0,1799,859,52
Solid Men Grey Sports Shorts,CROSS SPIRIT,men,shorts,3.9,139.0,9.0,899,359,60
Military Camouflage Men Reversible Multicolor Regular Shorts,TIPTOUN,men,shorts,3.8,197.0,7.0,1499,418,72
Solid Men Dark Green Cargo Shorts,Hence,men,shorts,4.0,762.0,48.0,1399,459,67
Pack of 5 Printed Men Multicolor Regular Shorts,Allwin Fashions,men,shorts,,,,599,310,48
"Pack of 2 Solid Men Blue, Grey Regular Shorts",Af Gallery,men,shorts,,,,899,499,44
Pack of 3 Printed Men Multicolor Regular Shorts,TRIPR,men,shorts,3.9,52392.0,5123.0,1999,499,75
Solid Men Grey Basic Shorts,HOTFITS,men,shorts,3.8,198.0,8.0,499,299,40
"Pack of 2 Solid, Color Block Men Black, Dark Blue Sports Shorts, Cycling Shorts, Gym Shorts, Sports Shorts, Compression Shorts, Basic Shorts",TRAIN HARD EVERYDAY,men,shorts,,,,1499,717,52
Solid Men Green Basic Shorts,MNICreators,men,shorts,3.9,710.0,24.0,700,349,50
Solid Men Yellow Casual Shorts,JACK & JONES,men,shorts,4.3,42.0,1.0,1999,439,78
"Pack of 2 Solid Men Blue, Grey Sports Shorts",INDICLUB,men,shorts,4.0,70394.0,5995.0,1499,299,80
Printed Men Beige Chino Shorts,The Indian Garage Co.,men,shorts,4.3,218.0,12.0,1599,576,63
Pack of 2 Solid Men Multicolor Basic Shorts,HOTFITS,men,shorts,4.0,389.0,13.0,998,499,50
"Pack of 2 Solid Men Black, Beige Basic Shorts",HOTFITS,men,shorts,4.0,42.0,0.0,998,499,50
Solid Men Grey Basic Shorts,U.S. POLO ASSN.,men,shorts,4.1,118.0,3.0,1199,899,25
"Pack of 3 Solid Men Black, Dark Blue, Silver Casual Shorts",INDICLUB,men,shorts,4.1,100243.0,7220.0,1999,399,80
Solid Men Multicolor Gym Shorts,HOTFITS,men,shorts,4.2,373.0,42.0,998,499,50
Self Design Men Grey Basic Shorts,ARDEUR,men,shorts,3.8,533.0,24.0,1199,299,75
"Pack of 2 Solid Men Blue, Grey Basic Shorts, Beach Shorts, Baggy Shorts, Gym Shorts, Cycling Shorts",Adrenex,men,shorts,3.8,59916.0,3515.0,1499,299,80
"Printed Men Dark Blue Cycling Shorts, Regular Shorts, Compression Shorts",TRAIN HARD EVERYDAY,men,shorts,3.9,3784.0,208.0,749,329,56
Solid Men Dark Blue Bermuda Shorts,PLUSS,men,shorts,4.2,72.0,6.0,850,476,44
Solid Men Dark Blue Sports Shorts,Flicfol,men,shorts,3.6,173.0,9.0,649,209,67
"Pack of 2 Solid Men Black, Grey Basic Shorts",HOTFITS,men,shorts,3.9,296.0,19.0,998,499,50
Solid Men Beige Regular Shorts,U.S. POLO ASSN.,men,shorts,4.3,144.0,10.0,849,849,0
Pack of 2 Printed Men Multicolor Regular Shorts,FEEL TRACK,men,shorts,4.0,1503.0,114.0,1299,499,61
"Solid Men Black Regular Shorts, Sports Shorts, Compression Shorts, Cycling Shorts",never lose,men,shorts,3.9,66.0,2.0,799,299,62
Solid Men Beige Cargo Shorts,radprix,men,shorts,,,,649,616,5
Solid Men Blue Night Shorts,U.S. POLO ASSN.,men,shorts,4.5,12.0,2.0,999,999,0
Solid Men White Chino Shorts,The Indian Garage Co.,men,shorts,4.2,270.0,17.0,1599,592,62
Solid Men Blue Sports Shorts,NIKE,men,shorts,4.4,5.0,0.0,1795,1256,30
Printed Men Black Regular Shorts,Jungle Berry,men,shorts,4.1,90.0,5.0,600,310,48
Pack of 2 Printed Men Multicolor Regular Shorts,TRIPR,men,shorts,3.9,52392.0,5123.0,1999,399,80
Solid Men Black Basic Shorts,HOTFITS,men,shorts,4.1,95.0,4.0,499,299,40
"Pack of 3 Solid Men Reversible Multicolor Basic Shorts, Regular Shorts, Night Shorts, Casual Shorts",BEE FITS,men,shorts,,,,999,499,50
Solid Men Denim White Denim Shorts,SEGESTICS INDUSTRIAL SOLUTION,men,shorts,4.0,290.0,16.0,999,458,54
"Pack of 2 Solid Men Dark Blue, Dark Grey Regular Shorts, Sports Shorts, Beach Shorts",INDICLUB,men,shorts,4.0,17037.0,1114.0,1499,299,80
Men Self Design Black Track Pants,COMBRAIDED,men,trackpants,3.8,2051.0,53.0,1499,369,75
Men Self Design Grey Track Pants,COMBRAIDED,men,trackpants,3.8,2051.0,53.0,1499,369,75
"Pack of 2 Men Printed Black, Green Track Pants",VeBNoR,men,trackpants,3.8,33349.0,1958.0,999,399,60
"Pack of 2 Men Solid Grey, Black Track Pants",BTMZ,men,trackpants,3.9,60212.0,3039.0,1299,359,72
"Pack of 2 Men Printed Black, Grey Track Pants",VeBNoR,men,trackpants,3.9,69978.0,4666.0,999,399,60
